1,,プロローグ,負傷兵シモン,赤,人狼CO,兵:人狼CO ,.,.,,,,
107,93,2日目,パン屋オットー,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
108,94,2日目,行商人アルビン,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
109,95,2日目,神父ジムゾン,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:人狼 老:村人 老:霊能者寄り 老:非人狼 老:村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 羊:村人 羊:非霊能者 羊:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:村人寄り 兵:非占い師 書:村人 書:非霊能者 書:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:村人 青:非霊能者 青:人狼 屋:村人 屋:非霊能者 屋:人狼 商:村人 商:非霊能者 商:人狼 旅:村人寄り 旅:非占い師 老:村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:村人 修:非霊能者 ,.,.,,,,
110,96,2日目,羊飼いカタリナ,白,Over,,.,.,,,,
111,97,2日目,旅人ニコラス,白,Over,,.,.,,,,
112,98,2日目,神父ジムゾン,白,Over,,.,.,,,,
113,99,2日目,行商人アルビン,白,Over,,.,.,,,,
114,100,2日目,司書クララ,白,ライン ,,.,.ライン:宿羊 ,,,,
115,101,2日目,青年ヨアヒム,白,Over,,.,.,,,,
116,102,2日目,負傷兵シモン,白,Over,,.,.,,,,
117,103,2日目,パン屋オットー,白,Over,,.,.,,,,
118,104,2日目,司書クララ,白,Over,,.,.,,,,
119,,2日目,投票,灰,投票,宿:商 老:商 老:商 羊:神 宿:商 兵:旅 神:宿 書:羊 宿:商 青:羊 屋:宿 商:宿 旅:商 老:商 ,.,.,,,,
120,,2日目,処刑結果,白,処刑結果,行商人アルビン,.,.,,,,
121,,2日目,負傷兵シモン,赤,襲撃希望 ,襲撃意思:老,.,.,,,,
122,,2日目,負傷兵シモン,赤,Over,,.,.,,,,
123,,2日目,老人モーリッツ,灰,霊能,老:商:人間,.,.,,,,
124,,2日目,老人モーリッツ,灰,霊能,老:商:人間,.,.,,,,
125,,2日目,老人モーリッツ,灰,霊能,老:商:人間,.,.,,,,
126,,2日目,狩人,灰,狩人,宿:老,.,.,,,,
127,,2日目,狩人,灰,狩人,宿:老,.,.,,,,
128,,2日目,狩人,灰,狩人,宿:老,.,.,,,,
129,,2日目,襲撃結果,白,襲撃結果,宿屋の女主人レジーナ,.,.,,,,
130,105,3日目,司書クララ,,Skip,,.,.,,,,
131,106,3日目,羊飼いカタリナ,,Skip,,.,.,,,,
132,107,3日目,負傷兵シモン,白,霊能結果 ,商:人狼,.,.,,,,
133,108,3日目,神父ジムゾン,,Skip,,.,.,,,,
134,109,3日目,老人モーリッツ,白,霊能結果 ,商:人間,.,.,,,,
135,110,3日目,青年ヨアヒム,,Skip,,.,.,,,,
136,111,3日目,老人モーリッツ,白,希望 ,,吊り希望:羊.,.,,,,
137,112,3日目,旅人ニコラス,白,霊能結果 ,商:人間,.,.,,,,
138,113,3日目,老人モーリッツ,白,考察 ,宿:非村人 宿:狩人 宿:狂人寄り 宿:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非村人 兵:人狼 神:非村人 神:非霊能者 神:人狼 書:非村人 書:非霊能者 書:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非村人 青:非霊能者 青:人狼 屋:非村人 屋:非霊能者 屋:人狼 商:非村人 商:狩人 商:狂人 商:非人狼 旅:非村人 旅:人狼 修:非村人 修:狩人 修:狂人 修:非人狼 ,.,.,,,,
139,114,3日目,パン屋オットー,,Skip,,.,.,,,,
140,115,3日目,神父ジムゾン,白,希望 ,,吊り希望:羊.,.,,,,
141,116,3日目,司書クララ,白,希望 ,,吊り希望:羊.,.,,,,
142,117,3日目,負傷兵シモン,白,希望 ,,吊り希望:旅.,.,,,,
143,118,3日目,羊飼いカタリナ,白,希望 ,,吊り希望:神.,.,,,,
144,119,3日目,旅人ニコラス,白,希望 ,,吊り希望:羊.,.,,,,
145,120,3日目,老人モーリッツ,白,Over,,.,.,,,,
146,121,3日目,青年ヨアヒム,白,希望 ,,吊り希望:羊.,.,,,,
147,122,3日目,老人モーリッツ,白,Over,,.,.,,,,
148,123,3日目,パン屋オットー,白,希望 ,,吊り希望:羊.,.,,,,
149,124,3日目,老人モーリッツ,白,Over,,.,.,,,,
150,125,3日目,青年ヨアヒム,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
151,126,3日目,パン屋オットー,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
152,127,3日目,負傷兵シモン,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼 ,.,.,,,,
153,128,3日目,羊飼いカタリナ,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
154,129,3日目,旅人ニコラス,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
155,130,3日目,神父ジムゾン,白,考察 ,宿:非村人 宿:非霊能者 宿:狩人 宿:非人狼 老:村人 老:霊能者寄り 老:非人狼 老:村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:村人寄り 兵:非占い師 書:村人 書:非霊能者 書:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:村人 青:非霊能者 青:人狼 屋:村人 屋:非霊能者 屋:人狼 商:村人 商:非霊能者 旅:村人寄り 旅:非占い師 老:村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:村人 修:非霊能者 ,.,.,,,,
156,131,3日目,司書クララ,白,考察 ,宿:非村人 宿:非占い師 宿:非人狼 老:非占い師 老:非狩人 老:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
157,132,3日目,司書クララ,白,Over,,.,.,,,,
158,133,3日目,パン屋オットー,白,Over,,.,.,,,,
159,134,3日目,負傷兵シモン,白,ライン ,,.,.ライン:商修 ,,,,
160,135,3日目,青年ヨアヒム,白,Over,,.,.,,,,
161,136,3日目,羊飼いカタリナ,白,Over,,.,.,,,,
162,137,3日目,神父ジムゾン,白,Over,,.,.,,,,
163,138,3日目,旅人ニコラス,白,Over,,.,.,,,,
164,139,3日目,負傷兵シモン,白,Over,,.,.,,,,
165,,3日目,投票,灰,投票,老:羊 老:羊 羊:神 兵:旅 神:羊 書:羊 青:羊 屋:羊 旅:羊 老:羊 ,.,.,,,,
166,,3日目,処刑結果,白,処刑結果,羊飼いカタリナ,.,.,,,,
167,,3日目,負傷兵シモン,赤,襲撃希望 ,襲撃意思:老,.,.,,,,
168,,3日目,負傷兵シモン,赤,Over,,.,.,,,,
169,,3日目,老人モーリッツ,灰,霊能,老:羊:人間,.,.,,,,
170,,3日目,老人モーリッツ,灰,霊能,老:羊:人間,.,.,,,,
171,,3日目,老人モーリッツ,灰,霊能,老:羊:人間,.,.,,,,
172,,3日目,襲撃結果,白,襲撃結果,失敗,.,.,,,,
173,140,4日目,パン屋オットー,,Skip,,.,.,,,,
174,141,4日目,老人モーリッツ,白,霊能結果 ,羊:人間,.,.,,,,
175,142,4日目,神父ジムゾン,,Skip,,.,.,,,,
176,143,4日目,旅人ニコラス,白,霊能結果 ,羊:人間,.,.,,,,
177,144,4日目,負傷兵シモン,白,霊能結果 ,羊:人間,.,.,,,,
178,145,4日目,司書クララ,,Skip,,.,.,,,,
179,146,4日目,青年ヨアヒム,,Skip,,.,.,,,,
180,147,4日目,老人モーリッツ,白,希望 ,,吊り希望:神.,.,,,,
181,148,4日目,老人モーリッツ,白,考察 ,宿:非村人 宿:狩人 宿:狂人寄り 宿:非人狼 羊:非村人 羊:狩人 羊:狂人 羊:非人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非村人 兵:人狼 神:非村人 神:非占い師 神:非霊能者 神:人狼 書:非村人 書:非霊能者 書:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非村人 青:非霊能者 青:人狼 屋:非村人 屋:非霊能者 屋:人狼 商:非村人 商:非霊能者 商:狩人 商:狂人 商:非人狼 旅:非村人 旅:人狼 修:非村人 修:狩人 修:狂人 修:非人狼 ,.,.,,,,
182,149,4日目,老人モーリッツ,白,Over,,.,.,,,,
183,150,4日目,老人モーリッツ,白,Over,,.,.,,,,
184,151,4日目,旅人ニコラス,白,希望 ,,吊り希望:書.,.,,,,
185,152,4日目,神父ジムゾン,白,希望 ,,吊り希望:書.,.,,,,
186,153,4日目,老人モーリッツ,白,Over,,.,.,,,,
187,154,4日目,負傷兵シモン,白,希望 ,,吊り希望:旅.,.,,,,
188,155,4日目,司書クララ,白,希望 ,,吊り希望:神.,.,,,,
189,156,4日目,青年ヨアヒム,白,希望 ,,吊り希望:神.,.,,,,
190,157,4日目,パン屋オットー,白,希望 ,,吊り希望:神.,.,,,,
191,158,4日目,旅人ニコラス,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
192,159,4日目,神父ジムゾン,白,考察 ,宿:非村人 宿:非霊能者 宿:狩人 宿:非人狼 老:村人 老:霊能者寄り 老:非人狼 老:村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 羊:村人 羊:非霊能者 羊:人狼寄り 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:村人寄り 兵:非占い師 書:村人寄り 書:非占い師 書:非霊能者 書:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:村人 青:非霊能者 青:人狼 屋:村人 屋:非霊能者 屋:人狼 商:村人 商:非霊能者 旅:村人寄り 旅:非占い師 老:村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:村人 修:非霊能者 ,.,.,,,,
193,160,4日目,青年ヨアヒム,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
194,161,4日目,司書クララ,白,考察 ,宿:非村人 宿:非占い師 宿:非人狼 老:非占い師 老:非狩人 老:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
195,162,4日目,負傷兵シモン,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼 ,.,.,,,,
196,163,4日目,パン屋オットー,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
197,164,4日目,負傷兵シモン,白,ライン ,,.,.ライン:商修 ,,,,
198,165,4日目,パン屋オットー,白,Over,,.,.,,,,
199,166,4日目,旅人ニコラス,白,Over,,.,.,,,,
200,167,4日目,司書クララ,白,ライン ,,.,.ライン:羊神 ,,,,
201,168,4日目,神父ジムゾン,白,Over,,.,.,,,,
202,169,4日目,青年ヨアヒム,白,Over,,.,.,,,,
203,170,4日目,司書クララ,白,Over,,.,.,,,,
204,171,4日目,負傷兵シモン,白,Over,,.,.,,,,
205,,4日目,投票,灰,投票,老:神 老:神 兵:旅 神:書 書:神 青:神 屋:神 旅:書 老:神 ,.,.,,,,
206,,4日目,処刑結果,白,処刑結果,神父ジムゾン,.,.,,,,
207,,4日目,負傷兵シモン,赤,襲撃希望 ,襲撃意思:老,.,.,,,,
208,,4日目,負傷兵シモン,赤,Over,,.,.,,,,
209,,4日目,老人モーリッツ,灰,霊能,老:神:人間,.,.,,,,
210,,4日目,老人モーリッツ,灰,霊能,老:神:人間,.,.,,,,
211,,4日目,老人モーリッツ,灰,霊能,老:神:人間,.,.,,,,
212,,4日目,襲撃結果,白,襲撃結果,失敗,.,.,,,,
213,172,5日目,パン屋オットー,,Skip,,.,.,,,,
214,173,5日目,老人モーリッツ,白,霊能結果 ,神:人間,.,.,,,,
215,174,5日目,老人モーリッツ,白,希望 ,,吊り希望:書.,.,,,,
216,175,5日目,司書クララ,,Skip,,.,.,,,,
217,176,5日目,負傷兵シモン,白,霊能結果 ,神:人狼,.,.,,,,
218,177,5日目,老人モーリッツ,白,考察 ,宿:非村人 宿:狩人 宿:狂人寄り 宿:非人狼 羊:非村人 羊:狩人 羊:狂人 羊:非人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非村人 兵:人狼 神:非村人 神:狩人 神:狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非村人 青:非霊能者 青:人狼 屋:非村人 屋:非霊能者 屋:人狼 商:非村人 商:狩人 商:狂人 商:非人狼 旅:非村人 旅:人狼 修:非村人 修:狩人 修:狂人 修:非人狼 ,.,.,,,,
219,178,5日目,旅人ニコラス,白,霊能結果 ,神:人狼,.,.,,,,
220,179,5日目,青年ヨアヒム,,Skip,,.,.,,,,
221,180,5日目,旅人ニコラス,白,希望 ,,吊り希望:書.,.,,,,
222,181,5日目,司書クララ,白,希望 ,,吊り希望:青.,.,,,,
223,182,5日目,老人モーリッツ,白,Over,,.,.,,,,
224,183,5日目,老人モーリッツ,白,Over,,.,.,,,,
225,184,5日目,青年ヨアヒム,白,希望 ,,吊り希望:書.,.,,,,
226,185,5日目,老人モーリッツ,白,Over,,.,.,,,,
227,186,5日目,負傷兵シモン,白,希望 ,,吊り希望:旅.,.,,,,
228,187,5日目,パン屋オットー,白,希望 ,,吊り希望:書.,.,,,,
